segmentId,linkId,areaId,timestamp,averageVehicleSpeed,travelTime,trafficStatus
A01-S01,L-A01-S01,1,2026-03-22T13:00:00+00:00,84.8,5.9,slow
A01-S01,L-A01-S01,1,2026-03-22T14:00:00+00:00,96.71,4.44,free_flow
A01-S01,L-A01-S01,1,2026-03-22T15:00:00+00:00,60.38,7.98,congested
A01-S01,L-A01-S01,1,2026-03-22T16:00:00+00:00,55.68,8.63,congested
A01-S01,L-A01-S01,1,2026-03-22T17:00:00+00:00,57.83,8.12,congested
A01-S01,L-A01-S01,1,2026-03-22T18:00:00+00:00,55.07,7.96,congested
A01-S01,L-A01-S01,1,2026-03-22T19:00:00+00:00,88.15,5.02,slow
A01-S01,L-A01-S01,1,2026-03-22T20:00:00+00:00,88.14,5.57,slow
A01-S01,L-A01-S01,1,2026-03-22T21:00:00+00:00,64.34,7.12,slow
A01-S01,L-A01-S01,1,2026-03-22T22:00:00+00:00,89.11,5.77,slow
A01-S01,L-A01-S01,1,2026-03-22T23:00:00+00:00,85.21,5.31,slow
A01-S01,L-A01-S01,1,2026-03-23T00:00:00+00:00,73.72,6.4,slow
A01-S01,L-A01-S01,1,2026-03-23T01:00:00+00:00,106.3,4.73,free_flow
A01-S01,L-A01-S01,1,2026-03-23T02:00:00+00:00,86.8,5.53,slow
A01-S01,L-A01-S01,1,2026-03-23T03:00:00+00:00,78.95,5.85,slow
A01-S01,L-A01-S01,1,2026-03-23T04:00:00+00:00,98.19,4.83,free_flow
A01-S01,L-A01-S01,1,2026-03-23T05:00:00+00:00,94.99,4.62,free_flow
A01-S01,L-A01-S01,1,2026-03-23T06:00:00+00:00,53.06,9.01,congested
A01-S01,L-A01-S01,1,2026-03-23T07:00:00+00:00,60.59,7.12,congested
A01-S01,L-A01-S01,1,2026-03-23T08:00:00+00:00,58.46,8.15,congested
A01-S01,L-A01-S01,1,2026-03-23T09:00:00+00:00,61.81,8.1,congested
A01-S01,L-A01-S01,1,2026-03-23T10:00:00+00:00,90.74,5.18,free_flow
A01-S01,L-A01-S01,1,2026-03-23T11:00:00+00:00,92.2,5.48,free_flow
A01-S01,L-A01-S01,1,2026-03-23T12:00:00+00:00,89.35,5.94,slow
A01-S02,L-A01-S02,1,2026-03-20T13:00:00+00:00,88.62,4.34,free_flow
A01-S02,L-A01-S02,1,2026-03-20T14:00:00+00:00,103.57,3.76,free_flow
A01-S02,L-A01-S02,1,2026-03-20T15:00:00+00:00,52.73,7.55,congested
A01-S02,L-A01-S02,1,2026-03-20T16:00:00+00:00,52.52,7.32,congested
A01-S02,L-A01-S02,1,2026-03-20T17:00:00+00:00,53.0,6.98,congested
A01-S02,L-A01-S02,1,2026-03-20T18:00:00+00:00,55.98,6.71,congested
A01-S02,L-A01-S02,1,2026-03-20T19:00:00+00:00,82.84,4.79,free_flow
A01-S02,L-A01-S02,1,2026-03-20T20:00:00+00:00,81.41,4.95,slow
A01-S02,L-A01-S02,1,2026-03-20T21:00:00+00:00,82.49,4.71,free_flow
A01-S02,L-A01-S02,1,2026-03-20T22:00:00+00:00,94.74,3.9,free_flow
A01-S02,L-A01-S02,1,2026-03-20T23:00:00+00:00,92.84,4.16,free_flow
A01-S02,L-A01-S02,1,2026-03-21T00:00:00+00:00,87.05,4.46,free_flow
A01-S02,L-A01-S02,1,2026-03-21T01:00:00+00:00,72.32,5.37,slow
A01-S02,L-A01-S02,1,2026-03-21T02:00:00+00:00,94.57,4.23,free_flow
A01-S02,L-A01-S02,1,2026-03-21T03:00:00+00:00,75.78,5.22,slow
A01-S02,L-A01-S02,1,2026-03-21T04:00:00+00:00,83.61,4.69,free_flow
A01-S02,L-A01-S02,1,2026-03-21T05:00:00+00:00,78.27,4.85,slow
A01-S02,L-A01-S02,1,2026-03-21T06:00:00+00:00,54.82,7.49,congested
A01-S02,L-A01-S02,1,2026-03-21T07:00:00+00:00,55.59,6.74,congested
A01-S02,L-A01-S02,1,2026-03-21T08:00:00+00:00,48.83,8.18,congested
A01-S02,L-A01-S02,1,2026-03-21T09:00:00+00:00,58.15,6.59,slow
A01-S02,L-A01-S02,1,2026-03-21T10:00:00+00:00,92.33,4.34,free_flow
A01-S02,L-A01-S02,1,2026-03-21T11:00:00+00:00,92.72,4.43,free_flow
A01-S02,L-A01-S02,1,2026-03-21T12:00:00+00:00,94.64,4.05,free_flow
A01-S02,L-A01-S02,1,2026-03-21T13:00:00+00:00,98.32,4.12,free_flow
A01-S02,L-A01-S02,1,2026-03-21T14:00:00+00:00,70.41,5.57,slow
A01-S02,L-A01-S02,1,2026-03-21T15:00:00+00:00,57.61,6.93,congested
A01-S02,L-A01-S02,1,2026-03-21T16:00:00+00:00,53.58,7.32,congested
A01-S02,L-A01-S02,1,2026-03-21T17:00:00+00:00,54.54,6.69,congested
A01-S02,L-A01-S02,1,2026-03-21T18:00:00+00:00,46.07,8.52,congested
A01-S02,L-A01-S02,1,2026-03-21T19:00:00+00:00,94.49,4.0,free_flow
A01-S02,L-A01-S02,1,2026-03-21T20:00:00+00:00,98.58,4.02,free_flow
A01-S02,L-A01-S02,1,2026-03-21T21:00:00+00:00,83.5,4.33,free_flow
A01-S02,L-A01-S02,1,2026-03-21T22:00:00+00:00,79.8,4.87,slow
A01-S02,L-A01-S02,1,2026-03-21T23:00:00+00:00,94.13,4.08,free_flow
A01-S02,L-A01-S02,1,2026-03-22T00:00:00+00:00,83.48,4.72,free_flow
A01-S02,L-A01-S02,1,2026-03-22T01:00:00+00:00,89.97,4.16,free_flow
A01-S02,L-A01-S02,1,2026-03-22T02:00:00+00:00,84.25,5.03,unknown
A01-S02,L-A01-S02,1,2026-03-22T03:00:00+00:00,85.43,4.61,free_flow
A01-S02,L-A01-S02,1,2026-03-22T04:00:00+00:00,87.49,4.61,free_flow
A01-S02,L-A01-S02,1,2026-03-22T05:00:00+00:00,85.9,4.85,free_flow
A01-S02,L-A01-S02,1,2026-03-22T06:00:00+00:00,55.74,6.28,congested
A01-S02,L-A01-S02,1,2026-03-22T07:00:00+00:00,55.97,7.0,congested
A01-S02,L-A01-S02,1,2026-03-22T08:00:00+00:00,45.18,8.96,congested
A01-S02,L-A01-S02,1,2026-03-22T09:00:00+00:00,46.43,8.02,congested
A01-S02,L-A01-S02,1,2026-03-22T10:00:00+00:00,78.75,4.78,slow
A01-S02,L-A01-S02,1,2026-03-22T11:00:00+00:00,82.13,4.98,free_flow
A01-S02,L-A01-S02,1,2026-03-22T12:00:00+00:00,82.34,4.79,free_flow
A01-S02,L-A01-S02,1,2026-03-22T13:00:00+00:00,81.12,5.14,slow
A01-S02,L-A01-S02,1,2026-03-22T14:00:00+00:00,79.26,4.83,slow
A01-S02,L-A01-S02,1,2026-03-22T15:00:00+00:00,48.95,7.93,congested
A01-S02,L-A01-S02,1,2026-03-22T16:00:00+00:00,61.25,6.36,slow
A01-S02,L-A01-S02,1,2026-03-22T17:00:00+00:00,49.93,6.85,congested
A01-S02,L-A01-S02,1,2026-03-22T18:00:00+00:00,54.82,7.25,congested
A01-S02,L-A01-S02,1,2026-03-22T19:00:00+00:00,92.67,4.11,free_flow
A01-S02,L-A01-S02,1,2026-03-22T20:00:00+00:00,88.51,4.21,free_flow
A01-S02,L-A01-S02,1,2026-03-22T21:00:00+00:00,77.31,5.21,slow
A01-S02,L-A01-S02,1,2026-03-22T22:00:00+00:00,88.51,4.01,free_flow
A01-S02,L-A01-S02,1,2026-03-22T23:00:00+00:00,73.26,5.18,slow
A01-S02,L-A01-S02,1,2026-03-23T00:00:00+00:00,69.36,5.41,slow
A01-S02,L-A01-S02,1,2026-03-23T01:00:00+00:00,79.35,4.46,unknown
A01-S02,L-A01-S02,1,2026-03-23T02:00:00+00:00,89.37,4.38,free_flow
A01-S02,L-A01-S02,1,2026-03-23T03:00:00+00:00,82.67,4.86,free_flow
A01-S02,L-A01-S02,1,2026-03-23T04:00:00+00:00,89.69,4.32,free_flow
A01-S02,L-A01-S02,1,2026-03-23T05:00:00+00:00,76.4,4.66,slow
A01-S02,L-A01-S02,1,2026-03-23T06:00:00+00:00,49.94,7.27,congested
A01-S02,L-A01-S02,1,2026-03-23T07:00:00+00:00,53.16,7.12,congested
A01-S02,L-A01-S02,1,2026-03-23T08:00:00+00:00,57.08,6.51,congested
A01-S02,L-A01-S02,1,2026-03-23T09:00:00+00:00,58.05,6.34,slow
A01-S02,L-A01-S02,1,2026-03-23T10:00:00+00:00,72.18,5.48,slow
A01-S02,L-A01-S02,1,2026-03-23T11:00:00+00:00,91.37,4.15,free_flow
A01-S02,L-A01-S02,1,2026-03-23T12:00:00+00:00,94.57,3.89,free_flow
A01-S03,L-A01-S03,1,2026-03-20T13:00:00+00:00,67.6,4.02,free_flow
A01-S03,L-A01-S03,1,2026-03-20T14:00:00+00:00,65.55,4.21,slow
A01-S03,L-A01-S03,1,2026-03-20T15:00:00+00:00,42.68,6.2,congested
A01-S03,L-A01-S03,1,2026-03-20T16:00:00+00:00,36.06,7.46,congested
A01-S03,L-A01-S03,1,2026-03-20T17:00:00+00:00,42.69,6.6,congested
A01-S03,L-A01-S03,1,2026-03-20T18:00:00+00:00,43.56,5.93,congested
A01-S03,L-A01-S03,1,2026-03-20T19:00:00+00:00,76.22,3.37,free_flow
A01-S03,L-A01-S03,1,2026-03-20T20:00:00+00:00,75.32,3.66,free_flow
A01-S03,L-A01-S03,1,2026-03-20T21:00:00+00:00,59.37,4.67,slow
A01-S03,L-A01-S03,1,2026-03-20T22:00:00+00:00,60.71,4.01,slow
A01-S03,L-A01-S03,1,2026-03-20T23:00:00+00:00,66.51,4.33,free_flow
A01-S03,L-A01-S03,1,2026-03-21T00:00:00+00:00,63.69,4.09,slow
A01-S03,L-A01-S03,1,2026-03-21T01:00:00+00:00,57.85,4.64,slow
A01-S03,L-A01-S03,1,2026-03-21T02:00:00+00:00,71.28,3.43,free_flow
A01-S03,L-A01-S03,1,2026-03-21T03:00:00+00:00,80.75,3.32,free_flow
A01-S03,L-A01-S03,1,2026-03-21T04:00:00+00:00,63.36,4.25,slow
A01-S03,L-A01-S03,1,2026-03-21T05:00:00+00:00,62.99,4.5,slow
A01-S03,L-A01-S03,1,2026-03-21T06:00:00+00:00,37.23,6.52,congested
A01-S03,L-A01-S03,1,2026-03-21T07:00:00+00:00,35.68,7.29,congested
A01-S03,L-A01-S03,1,2026-03-21T08:00:00+00:00,37.33,7.32,congested
A01-S03,L-A01-S03,1,2026-03-21T09:00:00+00:00,43.06,6.29,congested
A01-S03,L-A01-S03,1,2026-03-21T10:00:00+00:00,72.36,3.96,free_flow
A01-S03,L-A01-S03,1,2026-03-21T11:00:00+00:00,66.13,3.91,free_flow
A01-S03,L-A01-S03,1,2026-03-21T12:00:00+00:00,62.37,4.03,slow
A01-S03,L-A01-S03,1,2026-03-21T13:00:00+00:00,72.35,3.97,free_flow
A01-S03,L-A01-S03,1,2026-03-21T14:00:00+00:00,61.94,4.33,slow
A01-S03,L-A01-S03,1,2026-03-21T15:00:00+00:00,41.08,6.89,congested
A01-S03,L-A01-S03,1,2026-03-21T16:00:00+00:00,33.73,8.35,congested
A01-S03,L-A01-S03,1,2026-03-21T17:00:00+00:00,48.01,5.74,slow
A01-S03,L-A01-S03,1,2026-03-21T18:00:00+00:00,45.37,6.26,congested
A01-S03,L-A01-S03,1,2026-03-21T19:00:00+00:00,60.54,4.51,slow
A01-S03,L-A01-S03,1,2026-03-21T20:00:00+00:00,72.04,3.91,free_flow
A01-S03,L-A01-S03,1,2026-03-21T21:00:00+00:00,70.23,3.83,free_flow
A01-S03,L-A01-S03,1,2026-03-21T22:00:00+00:00,56.37,4.84,slow
A01-S03,L-A01-S03,1,2026-03-21T23:00:00+00:00,66.07,3.95,free_flow
A01-S03,L-A01-S03,1,2026-03-22T00:00:00+00:00,71.07,3.82,free_flow
A01-S03,L-A01-S03,1,2026-03-22T01:00:00+00:00,66.76,4.04,free_flow
A01-S03,L-A01-S03,1,2026-03-22T02:00:00+00:00,70.2,3.73,free_flow
A01-S03,L-A01-S03,1,2026-03-22T03:00:00+00:00,67.14,3.85,free_flow
A01-S03,L-A01-S03,1,2026-03-22T04:00:00+00:00,59.35,4.69,slow
A01-S03,L-A01-S03,1,2026-03-22T05:00:00+00:00,67.38,3.81,free_flow
A01-S03,L-A01-S03,1,2026-03-22T06:00:00+00:00,41.32,6.39,congested
A01-S03,L-A01-S03,1,2026-03-22T07:00:00+00:00,44.69,5.5,congested
A01-S03,L-A01-S03,1,2026-03-22T08:00:00+00:00,33.91,8.06,congested
A01-S03,L-A01-S03,1,2026-03-22T09:00:00+00:00,33.47,8.31,congested
A01-S03,L-A01-S03,1,2026-03-22T10:00:00+00:00,55.42,5.04,unknown
A01-S03,L-A01-S03,1,2026-03-22T11:00:00+00:00,77.28,3.66,free_flow
A01-S03,L-A01-S03,1,2026-03-22T12:00:00+00:00,63.99,4.15,slow
A01-S03,L-A01-S03,1,2026-03-22T13:00:00+00:00,70.33,3.81,free_flow
A01-S03,L-A01-S03,1,2026-03-22T14:00:00+00:00,62.21,3.94,slow
A01-S03,L-A01-S03,1,2026-03-22T15:00:00+00:00,42.47,5.79,congested
A01-S03,L-A01-S03,1,2026-03-22T16:00:00+00:00,43.4,6.59,congested
A01-S03,L-A01-S03,1,2026-03-22T17:00:00+00:00,37.22,7.63,congested
A01-S03,L-A01-S03,1,2026-03-22T18:00:00+00:00,39.73,6.79,congested
A01-S03,L-A01-S03,1,2026-03-22T19:00:00+00:00,75.65,3.46,free_flow
A01-S03,L-A01-S03,1,2026-03-22T20:00:00+00:00,67.84,3.96,free_flow
A01-S03,L-A01-S03,1,2026-03-22T21:00:00+00:00,60.73,4.59,slow
A01-S03,L-A01-S03,1,2026-03-22T22:00:00+00:00,64.3,4.43,slow
A01-S03,L-A01-S03,1,2026-03-22T23:00:00+00:00,62.4,4.65,slow
A01-S03,L-A01-S03,1,2026-03-23T00:00:00+00:00,55.97,4.94,slow
A01-S03,L-A01-S03,1,2026-03-23T01:00:00+00:00,62.72,3.75,slow
A01-S03,L-A01-S03,1,2026-03-23T02:00:00+00:00,72.87,3.92,free_flow
A01-S03,L-A01-S03,1,2026-03-23T03:00:00+00:00,63.12,4.1,slow
A01-S03,L-A01-S03,1,2026-03-23T04:00:00+00:00,65.18,4.43,slow
A01-S03,L-A01-S03,1,2026-03-23T05:00:00+00:00,73.28,3.73,free_flow
A01-S03,L-A01-S03,1,2026-03-23T06:00:00+00:00,45.38,6.36,congested
A01-S03,L-A01-S03,1,2026-03-23T07:00:00+00:00,46.19,6.2,congested
A01-S03,L-A01-S03,1,2026-03-23T08:00:00+00:00,40.34,6.47,congested
A01-S03,L-A01-S03,1,2026-03-23T09:00:00+00:00,41.59,6.18,congested
A01-S03,L-A01-S03,1,2026-03-23T10:00:00+00:00,67.79,4.03,free_flow
A01-S03,L-A01-S03,1,2026-03-23T11:00:00+00:00,72.87,3.54,free_flow
A01-S03,L-A01-S03,1,2026-03-23T12:00:00+00:00,63.41,4.26,slow
A01-S04,L-A01-S04,1,2026-03-20T13:00:00+00:00,64.05,4.14,free_flow
A01-S04,L-A01-S04,1,2026-03-20T14:00:00+00:00,58.43,4.23,free_flow
A01-S04,L-A01-S04,1,2026-03-20T15:00:00+00:00,30.9,7.07,congested
A01-S04,L-A01-S04,1,2026-03-20T16:00:00+00:00,40.41,6.34,congested
A01-S04,L-A01-S04,1,2026-03-20T17:00:00+00:00,39.31,6.64,congested
A01-S04,L-A01-S04,1,2026-03-20T18:00:00+00:00,39.05,6.47,congested
A01-S04,L-A01-S04,1,2026-03-20T19:00:00+00:00,54.94,4.19,slow
A01-S04,L-A01-S04,1,2026-03-20T20:00:00+00:00,58.94,4.04,free_flow
A01-S04,L-A01-S04,1,2026-03-20T21:00:00+00:00,61.54,3.88,free_flow
A01-S04,L-A01-S04,1,2026-03-20T22:00:00+00:00,45.6,5.39,slow
A01-S04,L-A01-S04,1,2026-03-20T23:00:00+00:00,60.59,3.87,free_flow
A01-S04,L-A01-S04,1,2026-03-21T00:00:00+00:00,59.98,3.9,free_flow
A01-S04,L-A01-S04,1,2026-03-21T01:00:00+00:00,47.62,4.85,slow
A01-S04,L-A01-S04,1,2026-03-21T02:00:00+00:00,64.23,3.98,unknown
A01-S04,L-A01-S04,1,2026-03-21T03:00:00+00:00,61.39,3.95,free_flow
A01-S04,L-A01-S04,1,2026-03-21T04:00:00+00:00,61.06,3.93,free_flow
A01-S04,L-A01-S04,1,2026-03-21T05:00:00+00:00,51.74,4.75,slow
A01-S04,L-A01-S04,1,2026-03-21T06:00:00+00:00,35.15,6.99,congested
A01-S04,L-A01-S04,1,2026-03-21T07:00:00+00:00,42.08,5.81,slow
A01-S04,L-A01-S04,1,2026-03-21T08:00:00+00:00,38.39,6.53,congested
A01-S04,L-A01-S04,1,2026-03-21T09:00:00+00:00,39.86,6.28,congested
A01-S04,L-A01-S04,1,2026-03-21T10:00:00+00:00,58.49,3.76,free_flow
A01-S04,L-A01-S04,1,2026-03-21T11:00:00+00:00,65.21,3.76,free_flow
A01-S04,L-A01-S04,1,2026-03-21T12:00:00+00:00,62.07,3.77,free_flow
A01-S04,L-A01-S04,1,2026-03-21T13:00:00+00:00,57.66,4.39,free_flow
A01-S04,L-A01-S04,1,2026-03-21T14:00:00+00:00,56.55,4.23,slow
A01-S04,L-A01-S04,1,2026-03-21T15:00:00+00:00,36.75,6.69,congested
A01-S04,L-A01-S04,1,2026-03-21T16:00:00+00:00,37.05,7.35,congested
A01-S04,L-A01-S04,1,2026-03-21T17:00:00+00:00,38.93,5.71,congested
A01-S04,L-A01-S04,1,2026-03-21T18:00:00+00:00,39.34,5.83,congested
A01-S04,L-A01-S04,1,2026-03-21T19:00:00+00:00,64.8,3.66,free_flow
A01-S04,L-A01-S04,1,2026-03-21T20:00:00+00:00,62.83,3.99,free_flow
A01-S04,L-A01-S04,1,2026-03-21T21:00:00+00:00,57.51,4.32,free_flow
A01-S04,L-A01-S04,1,2026-03-21T22:00:00+00:00,64.16,3.91,free_flow
A01-S04,L-A01-S04,1,2026-03-21T23:00:00+00:00,61.46,3.94,free_flow
A01-S04,L-A01-S04,1,2026-03-22T00:00:00+00:00,49.17,5.02,slow
A01-S04,L-A01-S04,1,2026-03-22T01:00:00+00:00,63.76,3.78,free_flow
A01-S04,L-A01-S04,1,2026-03-22T02:00:00+00:00,61.2,4.15,free_flow
A01-S04,L-A01-S04,1,2026-03-22T03:00:00+00:00,56.5,4.14,slow
A01-S04,L-A01-S04,1,2026-03-22T04:00:00+00:00,55.97,4.55,slow
A01-S04,L-A01-S04,1,2026-03-22T05:00:00+00:00,65.38,3.92,free_flow
A01-S04,L-A01-S04,1,2026-03-22T06:00:00+00:00,35.29,6.83,congested
A01-S04,L-A01-S04,1,2026-03-22T07:00:00+00:00,39.87,5.4,congested
A01-S04,L-A01-S04,1,2026-03-22T08:00:00+00:00,30.95,7.8,congested
A01-S04,L-A01-S04,1,2026-03-22T09:00:00+00:00,31.4,7.78,congested
A01-S04,L-A01-S04,1,2026-03-22T10:00:00+00:00,54.52,5.0,slow
A01-S04,L-A01-S04,1,2026-03-22T11:00:00+00:00,59.86,4.37,free_flow
A01-S04,L-A01-S04,1,2026-03-22T12:00:00+00:00,59.22,3.93,free_flow
A01-S04,L-A01-S04,1,2026-03-22T13:00:00+00:00,56.03,4.89,slow
A01-S04,L-A01-S04,1,2026-03-22T14:00:00+00:00,62.06,4.05,free_flow
A01-S04,L-A01-S04,1,2026-03-22T15:00:00+00:00,34.37,6.84,congested
A01-S04,L-A01-S04,1,2026-03-22T16:00:00+00:00,38.27,6.18,congested
A01-S04,L-A01-S04,1,2026-03-22T17:00:00+00:00,36.22,6.44,congested
A01-S04,L-A01-S04,1,2026-03-22T18:00:00+00:00,32.07,7.31,congested
A01-S04,L-A01-S04,1,2026-03-22T19:00:00+00:00,57.86,3.82,free_flow
A01-S04,L-A01-S04,1,2026-03-22T20:00:00+00:00,58.85,4.23,free_flow
A01-S04,L-A01-S04,1,2026-03-22T21:00:00+00:00,51.24,4.9,slow
A01-S04,L-A01-S04,1,2026-03-22T22:00:00+00:00,68.11,3.51,free_flow
A01-S04,L-A01-S04,1,2026-03-22T23:00:00+00:00,50.89,4.99,slow
A01-S04,L-A01-S04,1,2026-03-23T00:00:00+00:00,54.19,4.32,slow
A01-S04,L-A01-S04,1,2026-03-23T01:00:00+00:00,67.0,3.57,free_flow
A01-S04,L-A01-S04,1,2026-03-23T02:00:00+00:00,59.69,3.97,free_flow
A01-S04,L-A01-S04,1,2026-03-23T03:00:00+00:00,60.62,4.05,free_flow
A01-S04,L-A01-S04,1,2026-03-23T04:00:00+00:00,60.75,4.13,free_flow
A01-S04,L-A01-S04,1,2026-03-23T05:00:00+00:00,61.17,4.01,free_flow
A01-S04,L-A01-S04,1,2026-03-23T06:00:00+00:00,35.34,7.18,congested
A01-S04,L-A01-S04,1,2026-03-23T07:00:00+00:00,34.56,7.78,congested
A01-S04,L-A01-S04,1,2026-03-23T08:00:00+00:00,35.77,6.79,congested
A01-S04,L-A01-S04,1,2026-03-23T09:00:00+00:00,37.32,6.54,congested
A01-S04,L-A01-S04,1,2026-03-23T10:00:00+00:00,63.93,3.77,free_flow
A01-S04,L-A01-S04,1,2026-03-23T11:00:00+00:00,57.45,4.26,free_flow
A01-S04,L-A01-S04,1,2026-03-23T12:00:00+00:00,65.73,3.67,free_flow
A02-S01,L-A02-S01,2,2026-03-20T13:00:00+00:00,80.66,5.66,slow
A02-S01,L-A02-S01,2,2026-03-20T14:00:00+00:00,89.67,4.93,slow
A02-S01,L-A02-S01,2,2026-03-20T15:00:00+00:00,64.61,7.75,slow
A02-S01,L-A02-S01,2,2026-03-20T16:00:00+00:00,47.08,10.71,congested
A02-S01,L-A02-S01,2,2026-03-20T17:00:00+00:00,61.97,7.78,congested
A02-S01,L-A02-S01,2,2026-03-20T18:00:00+00:00,57.17,8.21,congested
A02-S01,L-A02-S01,2,2026-03-20T19:00:00+00:00,92.72,5.2,free_flow
A02-S01,L-A02-S01,2,2026-03-20T20:00:00+00:00,78.32,6.25,slow
A02-S01,L-A02-S01,2,2026-03-20T21:00:00+00:00,91.68,5.2,free_flow
A02-S01,L-A02-S01,2,2026-03-20T22:00:00+00:00,82.86,5.34,slow
A02-S01,L-A02-S01,2,2026-03-20T23:00:00+00:00,87.37,5.58,slow
A02-S01,L-A02-S01,2,2026-03-21T00:00:00+00:00,84.0,5.89,slow
A02-S01,L-A02-S01,2,2026-03-21T01:00:00+00:00,82.52,6.43,slow
A02-S01,L-A02-S01,2,2026-03-21T02:00:00+00:00,94.49,5.27,free_flow
A02-S01,L-A02-S01,2,2026-03-21T03:00:00+00:00,108.27,4.39,free_flow
A02-S01,L-A02-S01,2,2026-03-21T04:00:00+00:00,98.17,4.26,free_flow
A02-S01,L-A02-S01,2,2026-03-21T05:00:00+00:00,96.9,4.85,free_flow
A02-S01,L-A02-S01,2,2026-03-21T06:00:00+00:00,62.15,7.82,congested
A02-S01,L-A02-S01,2,2026-03-21T07:00:00+00:00,57.71,7.38,unknown
A02-S01,L-A02-S01,2,2026-03-21T08:00:00+00:00,67.02,6.98,slow
A02-S01,L-A02-S01,2,2026-03-21T09:00:00+00:00,51.9,9.75,congested
A02-S01,L-A02-S01,2,2026-03-21T10:00:00+00:00,85.85,5.41,slow
